"URI","dim1","dim2","dim3"
"http://www.w3.org/2001/XMLSchema#String",-2.233575124383896086e-28,-4.497279908316471820e-28,3.384395560236645927e-28
"http://yago-knowledge.org/resource/hasCapital",6.324976223816480489e-03,1.583204381172447503e-03,6.060638834007554994e-03
"http://yago-knowledge.org/resource/yagoInternalRelation",-1.251356764811897317e-03,1.974500728384199436e-03,7.357842056535247692e-04
"http://yago-knowledge.org/resource/hasWikipediaUrl",7.792808616690662105e-02,1.674679636696327009e-02,7.292035715589900713e-02
"http://yago-knowledge.org/resource/yagoFraction",-3.378999998295030126e-03,-6.931174231071105842e-03,5.155075166819013746e-03
"http://yago-knowledge.org/resource/m",-4.471842456162806491e-03,-9.173186785006271632e-03,6.822426474260523573e-03
"http://yago-knowledge.org/resource/permanentRelationToSubject",2.089286677132044454e-02,1.824772113608435220e-01,1.703725680695409028e-01
"http://www.w3.org/2001/XMLSchema#date",-3.611610378379630226e-02,-7.409287241146020331e-02,5.510216087430235693e-02
"http://yago-knowledge.org/resource/isPoliticianOf",1.692696549747887275e-02,4.151897129080895157e-03,1.616238055329750900e-02
"http://yago-knowledge.org/resource/percent",-3.451926420701378808e-03,-7.081718678122009801e-03,5.266594202472857367e-03
"http://yago-knowledge.org/resource/hasGloss",8.353261333459192917e-02,1.856093814005390155e-02,7.856688282997106865e-02
"http://yago-knowledge.org/resource/yagoLegalActorGeo",-5.042699490332080287e-02,-1.006006134003119279e-01,7.615213772612713927e-02
"http://yago-knowledge.org/resource/hasConfidence",6.019495137797570977e-02,1.085399965975327070e-02,5.503688256629609560e-02
"http://yago-knowledge.org/resource/hasAirportCode",4.487178610072555668e-02,9.061668175567114819e-03,4.164110735416619996e-02
"http://yago-knowledge.org/resource/hasImport",4.477781190137460759e-02,8.646081513949787148e-03,4.128797856632164531e-02
"http://www.w3.org/1999/02/22-rdf-syntax-ns#type",7.157005794728765746e-02,1.349048663353936799e-02,6.580086625861895910e-02
"http://yago-knowledge.org/resource/happenedOnDate",4.210419903929654706e-02,8.053597883663873858e-03,3.877713981316623093e-02
"http://yago-knowledge.org/resource/wordnet_movie_106613686",-1.590279419026852797e-02,-3.236711009925998667e-02,2.419193170257365882e-02
"http://yago-knowledge.org/resource/influences",8.308081213758945760e-02,1.768699215739819031e-02,7.768343605673257157e-02
"http://yago-knowledge.org/resource/yagoTheme_yagoSchema",0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
"http://www.w3.org/2000/01/rdf-schema#domain",4.426534994462860001e-02,8.190606595483991559e-03,4.060184982713382906e-02
"http://yago-knowledge.org/resource/yagoMetadataRelation",-1.781610685249802438e-28,2.812279283982606469e-28,1.047365909279528033e-28
"http://yago-knowledge.org/resource/wordnet_person_100007846",-1.563110722298368671e-01,-3.126451236843939552e-01,2.362748643994107001e-01
"http://yago-knowledge.org/resource/worksAt",1.742319871649898599e-02,4.312488188229390146e-03,1.666230985607325410e-02
"http://yago-knowledge.org/resource/dealsWith",5.836462170370111668e-02,1.090356323321039350e-02,5.359937184491918999e-02
"http://yago-knowledge.org/resource/created",2.648837077835524897e-02,8.267105977527557450e-03,2.648189732716325559e-02
"http://www.w3.org/2000/01/rdf-schema#Resource",-1.198012929785054539e-02,-2.706410556372467954e-02,1.880029299287571190e-02
"http://yago-knowledge.org/resource/wroteMusicFor",7.400380576907160390e-02,1.475016266980698314e-02,6.853924515946463458e-02
"http://yago-knowledge.org/resource/actedIn",5.772106245899163296e-02,1.076109804606513974e-02,5.299522281478494939e-02
"This file is part of the ontology YAGO3. It is licensed under a Creative-Commons Attribution License by the YAGO team at the Max Planck Institute for Informatics/Germany. See http://yago-knowledge.org for all details. This file was generated on 2015-11-26 T 17:01:55.0465. The domains, ranges and confidence values of YAGO relations TAXONOMY",0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
"http://yago-knowledge.org/resource/_hasTypeCheckPattern",1.014104113867703508e-02,2.958334014190534562e-03,9.999647311143949543e-03
"http://yago-knowledge.org/resource/hasLength",4.293242110492196534e-02,8.153467690195892806e-03,3.949908405430616054e-02
"http://yago-knowledge.org/resource/participatedIn",8.513812301238900260e-02,1.925035602207540025e-02,8.035898358166837507e-02
"http://yago-knowledge.org/resource/hasSynsetId",4.806910103024127079e-02,9.872597601637202180e-03,4.471214804028603163e-02
"http://www.w3.org/2000/01/rdf-schema#Property",-1.769902682514202120e-03,2.792971534882209266e-03,1.040635129396059013e-03
"http://yago-knowledge.org/resource/playsFor",7.351828196744607247e-02,1.459300968186713794e-02,6.805008758737331187e-02
"http://yago-knowledge.org/resource/hasMotto",6.767397776264721942e-02,1.360017245772888496e-02,6.276574641526445897e-02
"http://yago-knowledge.org/resource/hasExpenses",4.432317821373771977e-02,8.534714333333963399e-03,4.085397842468686813e-02
"http://yago-knowledge.org/resource/wordnet_actor_109765278",-5.320730274069196235e-03,-1.058567299567623674e-02,8.027092790969952291e-03
"http://yago-knowledge.org/resource/endsExistingOnDate",8.016973306092449458e-02,1.738475723157459699e-02,7.511964855573384503e-02
"http://yago-knowledge.org/resource/hasPredecessor",5.192789102547187841e-02,1.112985040561016020e-02,4.860543557083740751e-02
"http://yago-knowledge.org/resource/wasCreatedOnDate",7.988455098839583601e-02,1.734827194568567751e-02,7.486994459407733671e-02
"http://yago-knowledge.org/resource/wordnet_event_100029378",-1.162937452879954543e-02,-2.313771582780149716e-02,1.754484345617307248e-02
"http://yago-knowledge.org/resource/byTransport",6.004798342273602596e-02,1.126661657133224727e-02,5.517322482714281939e-02
"http://yago-knowledge.org/resource/holdsPoliticalPosition",8.308081213758945760e-02,1.768699215739819031e-02,7.768343605673257157e-02
"http://yago-knowledge.org/resource/_timeToLocation",6.187664730397324231e-02,1.110002640846832582e-02,5.654328952353723098e-02
"http://www.w3.org/2000/01/rdf-schema#range",4.426534994462860001e-02,8.190606595483991559e-03,4.060184982713382906e-02
"http://yago-knowledge.org/resource/hasSuccessor",5.192789102547187841e-02,1.112985040561016020e-02,4.860543557083740751e-02
"http://yago-knowledge.org/resource/wordnet_location_100027167",-5.548163984207231392e-02,-1.106568840703168743e-01,8.377779728726027220e-02
"http://yago-knowledge.org/resource/occursUntil",4.413184138730299327e-02,8.607698919915925118e-03,4.075182711244677847e-02
"http://yago-knowledge.org/resource/hasFamilyName",7.307675708677620341e-02,1.520751802708244886e-02,6.808391647531711333e-02
"http://yago-knowledge.org/resource/hasUnemployment",6.117336170469083421e-03,1.515993014402167377e-03,5.851442856861262601e-03
"http://yago-knowledge.org/resource/hasGDP",6.699443516328622457e-03,1.704416188599424536e-03,6.437912050373860960e-03
"http://yago-knowledge.org/resource/hasCurrency",6.757604183412475873e-02,1.602286703440383014e-02,6.425527250795091960e-02
"http://yago-knowledge.org/resource/isMarriedTo",8.429914635464089145e-02,1.790909414375577852e-02,7.879847962926064819e-02
"http://yago-knowledge.org/resource/placedIn",9.817360632303163970e-02,2.080309684577122745e-02,9.170088609365073529e-02
"http://www.w3.org/2001/XMLSchema#nonNegativeInteger",-7.413355217612840886e-03,-1.520985667867722803e-02,1.131085238897145025e-02
"http://yago-knowledge.org/resource/hasPopulationDensity",5.917747294685402927e-03,1.451387729272690576e-03,5.650358376457896396e-03
"http://yago-knowledge.org/resource/hasWikipediaArticleLength",4.755838842740697098e-02,1.116034961704188110e-02,4.509274550491088746e-02
"http://yago-knowledge.org/resource/hasLatitude",5.479594049369377468e-02,1.030372965263056696e-02,5.034710462971854483e-02
"http://yago-knowledge.org/resource/wordnet_airport_102692232",-4.042770469510571264e-03,-8.043753727133888531e-03,6.099269758438519498e-03
"http://yago-knowledge.org/resource/wordnet_language_106282651",-1.539076687604413844e-02,-3.084095719860784415e-02,2.327991694970030223e-02
"http://yago-knowledge.org/resource/livesIn",7.649749018562473912e-02,1.555686002481091075e-02,7.105130854415213359e-02
"http://yago-knowledge.org/resource/isInterestedIn",9.655977178419647422e-02,2.204857175690451768e-02,9.126248650934272455e-02
"http://yago-knowledge.org/resource/wordnet_organization_108008335",-8.635848714988906411e-03,-1.750043250858688074e-02,1.311622693404752502e-02
"http://yago-knowledge.org/resource/occursSince",4.413184138730299327e-02,8.607698919915925118e-03,4.075182711244677847e-02
"http://yago-knowledge.org/resource/imports",6.430457691879291893e-02,1.247361017659562310e-02,5.934698082702341559e-02
"http://yago-knowledge.org/resource/wordnet_editor_110044879",-5.320730274069196235e-03,-1.058567299567623674e-02,8.027092790969952291e-03
"http://yago-knowledge.org/resource/extractionTechnique",1.007440821266007702e-02,2.937877679110949530e-03,9.933444210127059457e-03
"http://yago-knowledge.org/resource/km2",-2.410609086386731291e-03,-4.945026614041750541e-03,3.677749434859418996e-03
"http://yago-knowledge.org/resource/relationLocatedByObject",1.190134734502348163e-01,2.754997787268780376e-02,1.126978312117272452e-01
"http://yago-knowledge.org/resource/isCitizenOf",7.380961597917710948e-02,1.468728983868041946e-02,6.834359065823883417e-02
"http://yago-knowledge.org/resource/exports",6.430457691879291893e-02,1.247361017659562310e-02,5.934698082702341559e-02
"http://yago-knowledge.org/resource/directed",1.871238668647788941e-02,4.589587771153331303e-03,1.786808463442414452e-02
"http://www.w3.org/2002/07/owl#Thing",-3.637931892402767042e-01,-7.297432279542735989e-01,5.504761042967515339e-01
"http://yago-knowledge.org/resource/hasContext",1.018843274016181938e-01,2.194269283665700732e-02,9.539786924495058384e-02
"http://yago-knowledge.org/resource/wasBornIn",5.708477147084089348e-02,1.149769108042341184e-02,5.293035707493856656e-02
"http://yago-knowledge.org/resource/hasISBN",8.948245732028896338e-02,1.879698964759971697e-02,8.345691296105520185e-02
"http://www.w3.org/2001/XMLSchema#decimal",-2.708140748422980214e-03,-5.556520132206017523e-03,4.131993285291717805e-03
"http://yago-knowledge.org/resource/diedOnDate",5.914526110016529725e-02,1.213283864958970837e-02,5.498474883063649704e-02
"http://yago-knowledge.org/resource/hasWeight",3.893306693379117167e-02,7.161644862261401165e-03,3.567310215135984647e-02
"http://yago-knowledge.org/resource/yagoGeoEntity",-4.216044267549078073e-02,-8.491973299040529721e-02,6.389136907487735773e-02
"http://yago-knowledge.org/resource/wasDestroyedOnDate",7.988455098839583601e-02,1.734827194568567751e-02,7.486994459407733671e-02
"http://yago-knowledge.org/resource/hasEconomicGrowth",4.419570455551508764e-02,8.457658339752529772e-03,4.070150937280904435e-02
"http://yago-knowledge.org/resource/hasMusicalRole",7.527159200296353048e-02,1.516045873080892024e-02,6.981648361306297401e-02
"http://yago-knowledge.org/resource/hasGivenName",7.307675708677620341e-02,1.520751802708244886e-02,6.808391647531711333e-02
"http://yago-knowledge.org/resource/wordnet_award_106696483",-3.480595646666472930e-03,-7.139887948356874077e-03,5.310157988968505424e-03
"http://yago-knowledge.org/resource/wordnet_university_108286569",-9.683553985397150721e-04,-1.986954221161696139e-03,1.477512049841661233e-03
"http://yago-knowledge.org/resource/hasInternalWikipediaLinkTo",7.098127525757250145e-02,1.873933114357277663e-02,6.868937696451461739e-02
"http://yago-knowledge.org/resource/linksTo",1.190134734502348163e-01,2.754997787268780376e-02,1.126978312117272452e-01
"http://yago-knowledge.org/resource/yagoISBN",-4.984074859029814092e-03,-1.022507154667105268e-02,7.604218657147882379e-03
"http://yago-knowledge.org/resource/startsExistingOnDate",8.016973306092449458e-02,1.738475723157459699e-02,7.511964855573384503e-02
"http://yago-knowledge.org/resource/hasLongitude",5.479594049369377468e-02,1.030372965263056696e-02,5.034710462971854483e-02
"http://yago-knowledge.org/resource/yagoLegalActor",-1.906514606302956577e-02,-3.814327583715185210e-02,2.882106913298149511e-02
"http://yago-knowledge.org/resource/redirectedFrom",1.133130420162309360e-01,2.401775005889054265e-02,1.058520611840164383e-01
"http://yago-knowledge.org/resource/hasWebsite",6.206945059496188355e-02,1.178603068463823789e-02,5.711922074119243214e-02
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement",-3.505299914667973221e-02,-6.974581386553919959e-02,5.288454057944810133e-02
"http://yago-knowledge.org/resource/hasExternalWikipediaLinkTo",7.098127525757250145e-02,1.873933114357277663e-02,6.868937696451461739e-02
"http://yago-knowledge.org/resource/permanentRelationToObject",1.190134734502348163e-01,2.754997787268780376e-02,1.126978312117272452e-01
"http://yago-knowledge.org/resource/hasCitationTitle",5.372760840156184936e-02,1.311614402685183471e-02,5.128034980147254396e-02
"http://yago-knowledge.org/resource/hasContextPrecedingAnchor",1.792722209557595994e-02,4.369455879942339867e-03,1.712050582518327355e-02
"http://yago-knowledge.org/resource/hasGini",4.412842398752193918e-02,8.435880099788782907e-03,4.063372459815039334e-02
"http://yago-knowledge.org/resource/wordnet_city_108524735",-6.659072097357708955e-03,-1.366101115174662463e-02,1.015965821267814963e-02
"http://yago-knowledge.org/resource/hasTLD",4.412842398752193918e-02,8.435880099788782907e-03,4.063372459815039334e-02
"http://www.w3.org/2004/02/skos/core#prefLabel",9.529632715032984591e-02,2.067889389060317135e-02,8.931434996866416398e-02
"http://yago-knowledge.org/resource/hasWikipediaAbstract",5.351713000783076685e-02,1.308914757922626133e-02,5.109613979811070128e-02
"http://yago-knowledge.org/resource/isLocatedIn",4.908408492157862596e-03,1.274538344907806282e-03,4.739058005506279446e-03
"http://www.w3.org/2000/01/rdf-schema#Class",-3.523943916632280016e-02,-7.159538599911888235e-02,5.357242900345747516e-02
"http://yago-knowledge.org/resource/hasRevenue",4.432317821373771977e-02,8.534714333333963399e-03,4.085397842468686813e-02
"http://yago-knowledge.org/resource/happenedIn",4.152487062682313178e-03,1.209219492262374835e-03,4.092796536709210169e-03
"http://yago-knowledge.org/resource/edited",5.772106245899163296e-02,1.076109804606513974e-02,5.299522281478494939e-02
"http://yago-knowledge.org/resource/yagoPermanentlyLocatedEntity",-4.664610768308453340e-04,-9.283421464710837120e-04,7.038092427465423868e-04
"http://yago-knowledge.org/resource/hasHeight",3.908374632562863077e-02,7.210418497034373417e-03,3.582491061618253009e-02
"http://yago-knowledge.org/resource/hasBudget",4.432317821373771977e-02,8.534714333333963399e-03,4.085397842468686813e-02
"http://yago-knowledge.org/resource/hasThreeLetterLanguageCode",6.391771559090153598e-02,1.268002239752764881e-02,5.917995282809396934e-02
"http://yago-knowledge.org/resource/wordnet_airline_102690081",-3.379137532229346038e-03,-6.931707493585945179e-03,5.155353670855169698e-03
"http://yago-knowledge.org/resource/isAffiliatedTo",5.942874833572449333e-02,1.119547986082611475e-02,5.463619828735414435e-02
"http://yago-knowledge.org/resource/yagoISIN",-2.129686655261491326e-03,-4.368606112375701331e-03,3.249119358781923841e-03
"http://yago-knowledge.org/resource/hasExport",4.477781190137460759e-02,8.646081513949787148e-03,4.128797856632164531e-02
"http://www.w3.org/2001/XMLSchema#string",-9.342301495484817142e-02,-1.916696109678798221e-01,1.425379092898766131e-01
"http://yago-knowledge.org/resource/yagoMonetaryValue",-1.255820571947605796e-02,-2.576183660562063327e-02,1.915956552129251256e-02
"http://yago-knowledge.org/resource/hasContextSucceedingAnchor",1.792722209557595994e-02,4.369455879942339867e-03,1.712050582518327355e-02
"http://yago-knowledge.org/resource/hasNumberOfPeople",5.925852239949284950e-03,1.489805472602993711e-03,5.682564502284223953e-03
"http://yago-knowledge.org/resource/hasInflation",6.117336170469083421e-03,1.515993014402167377e-03,5.851442856861262601e-03
"http://yago-knowledge.org/resource/hasArea",4.412842398752193918e-02,8.435880099788782907e-03,4.063372459815039334e-02
"http://www.w3.org/2002/07/owl#FunctionalProperty",-3.259501406787761457e-01,5.146635536157191382e-01,1.915906206732103101e-01
"http://yago-knowledge.org/resource/hasAnchorText",1.792722209557595994e-02,4.369455879942339867e-03,1.712050582518327355e-02
"http://yago-knowledge.org/resource/wordnet_sex_105006898",-3.044787477484222054e-03,-6.246288019295004844e-03,4.645375821476178946e-03
"http://yago-knowledge.org/km2",-3.341770074422245260e-04,-6.856928159084422700e-04,5.098856632249012828e-04
"http://yago-knowledge.org/resource/subjectEndRelation",1.055046165758365129e-01,4.888039279987578534e-02,1.206381418235344255e-01
"http://yago-knowledge.org/resource/hasGeonamesEntityId",8.353261333459192917e-02,1.856093814005390155e-02,7.856688282997106865e-02
"http://yago-knowledge.org/resource/hasISIN",3.914702938261006154e-02,7.214220148221635841e-03,3.587745873966797366e-02
"http://yago-knowledge.org/resource/yagoURL",-8.102230507913770266e-03,-1.662172616199850475e-02,1.236149102455658989e-02
"http://yago-knowledge.org/resource/wordnet_physical_entity_100001930",-6.941796709459206738e-03,-1.381065338772156231e-02,1.047266383351714084e-02
"http://www.w3.org/2000/01/rdf-schema#subPropertyOf",6.378932337383363960e-02,1.144870456489203818e-02,5.829380658050081071e-02
"http://www.w3.org/2000/01/rdf-schema#subClassOf",6.417445743451154205e-02,1.232220246459918289e-02,5.914761058272609284e-02
"http://yago-knowledge.org/resource/hasAcademicAdvisor",2.698572888664237113e-02,7.406470663760445113e-03,2.629565832543253115e-02
"http://yago-knowledge.org/resource/yago0to100",-2.410609086386731291e-03,-4.945026614041750541e-03,3.677749434859418996e-03
"http://yago-knowledge.org/resource/hasDuration",7.767645342345783077e-02,1.666534496940921123e-02,7.266683885963842737e-02
"http://yago-knowledge.org/resource/hasWikipediaCategory",5.372760840156184936e-02,1.311614402685183471e-02,5.128034980147254396e-02
"http://yago-knowledge.org/resource/wordnet_administrative_district_108491826",-9.683553985397150721e-04,-1.986954221161696139e-03,1.477512049841661233e-03
"http://yago-knowledge.org/resource/wasBornOnDate",5.914526110016529725e-02,1.213283864958970837e-02,5.498474883063649704e-02
"http://yago-knowledge.org/resource/extractionSource",4.469881044974747218e-03,1.123735906020306360e-03,4.286918536055026561e-03
"http://yago-knowledge.org/resource/isKnownFor",8.177978986094897040e-02,1.842768087618121622e-02,7.715305785220373525e-02
"http://yago-knowledge.org/resource/hasWikipediaAnchorText",5.372760840156184936e-02,1.311614402685183471e-02,5.128034980147254396e-02
"http://yago-knowledge.org/resource/isPreferredMeaningOf",9.529632715032984591e-02,2.067889389060317135e-02,8.931434996866416398e-02
"http://yago-knowledge.org/resource/isLeaderOf",7.622459503331276143e-02,1.546857079575412672e-02,7.077639662343410132e-02
"http://yago-knowledge.org/resource/occursIn",6.256459923007587354e-02,1.208095938197581952e-02,5.770853173084244253e-02
"http://yago-knowledge.org/resource/endedOnDate",4.185868797290845378e-02,8.022090770528612219e-03,3.856229053804789697e-02
"http://yago-knowledge.org/resource/g",-2.116274540697288178e-03,-4.341085938091399435e-03,3.228655203733694825e-03
"http://yago-knowledge.org/resource/hasPages",7.787957106284110198e-02,1.673109264856575962e-02,7.287147864829086885e-02
"http://yago-knowledge.org/resource/diedIn",5.708477147084089348e-02,1.149769108042341184e-02,5.293035707493856656e-02
"http://yago-knowledge.org/resource/startedOnDate",4.185868797290845378e-02,8.022090770528612219e-03,3.856229053804789697e-02
"http://yago-knowledge.org/resource/wikipediaSubCategoryOf",5.351713000783076685e-02,1.308914757922626133e-02,5.109613979811070128e-02
"http://yago-knowledge.org/resource/s",-4.334448275322747533e-03,-8.892524391074086917e-03,6.613134205166726169e-03
"http://yago-knowledge.org/resource/_yagoMetadata",2.347887129481028778e-28,5.676692121376742156e-29,2.238551614215339133e-28
"http://yago-knowledge.org/resource/hasOfficialLanguage",6.300285890456409910e-02,1.205224673726204565e-02,5.803550346152031025e-02
"http://yago-knowledge.org/resource/yagoExtendedRelation",-6.740628952001559426e-02,1.063963144680125789e-01,3.962740901112883629e-02
"http://yago-knowledge.org/resource/wordnet_country_108544813",-1.284171209563185652e-02,-2.601031011795171613e-02,1.950049917153959603e-02
"http://yago-knowledge.org/resource/yagoTLD",-2.410609086386731291e-03,-4.945026614041750541e-03,3.677749434859418996e-03
"http://www.w3.org/2000/01/rdf-schema#comment",6.363037866304091517e-02,1.261046034473919247e-02,5.890616484980169126e-02
"http://yago-knowledge.org/resource/hasWikipediaId",4.786408773607991884e-02,1.125930208773810726e-02,4.540073561643051536e-02
"http://yago-knowledge.org/resource/hasPoverty",6.117336170469083421e-03,1.515993014402167377e-03,5.851442856861262601e-03
"http://yago-knowledge.org/resource/hasWonPrize",6.176951411254024554e-02,1.168894359961867961e-02,5.681703664301768208e-02
"http://yago-knowledge.org/resource/hasGender",5.513764219031538905e-02,1.113638949959698012e-02,5.114574677499002936e-02
"http://www.w3.org/2002/07/owl#TransitiveProperty",-1.576067234642496151e-02,2.488909798396156045e-02,9.263328831883101827e-03
"http://yago-knowledge.org/resource/objectStartRelation",1.134616468710694381e-01,3.631062777620907428e-02,1.159621549347703978e-01
"http://yago-knowledge.org/resource/hasImdb",4.595732110995620623e-02,9.355097218751488863e-03,4.269608898156432991e-02
"http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",-4.964655018127889230e-01,6.685262070298381154e-01,3.213625393186445023e-01
"http://yago-knowledge.org/resource/hasGeonamesClassId",8.353261333459192917e-02,1.856093814005390155e-02,7.856688282997106865e-02
"http://yago-knowledge.org/resource/hasLanguageCode",6.391771559090153598e-02,1.268002239752764881e-02,5.917995282809396934e-02
"http://yago-knowledge.org/resource/isConnectedTo",6.340622742957682800e-02,1.228739915046326604e-02,5.851213179959346977e-02
"http://www.w3.org/2002/07/owl#SymmetricProperty",-1.007957417868063713e-02,1.591442660597996647e-02,5.924842870528182134e-03
"http://yago-knowledge.org/resource/subjectStartRelation",1.055046165758365129e-01,4.888039279987578534e-02,1.206381418235344255e-01
"http://yago-knowledge.org/resource/degrees",-5.999713672006356212e-03,-1.230738360113437131e-02,9.153420933960694159e-03
"http://yago-knowledge.org/resource/graduatedFrom",1.692696549747887275e-02,4.151897129080895157e-03,1.616238055329750900e-02
"http://yago-knowledge.org/resource/objectEndRelation",1.190134734502348163e-01,2.754997787268780376e-02,1.126978312117272452e-01
"http://www.w3.org/2000/01/rdf-schema#label",1.136982395333617779e-01,2.406707658437577321e-02,1.061892824312494904e-01
"http://yago-knowledge.org/resource/hasNeighbor",6.340622742957682800e-02,1.228739915046326604e-02,5.851213179959346977e-02
"http://yago-knowledge.org/resource/hasChild",8.308081213758945760e-02,1.768699215739819031e-02,7.768343605673257157e-02
"http://yago-knowledge.org/resource/owns",8.513812301238900260e-02,1.925035602207540025e-02,8.035898358166837507e-02
